Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
JAN,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years",Adult
JAN,,,Massachusetts,,6 months to 17 years,"2023-24, Massachusetts: 6 months to 17 years",Child
JAN,,,Massachusetts,,6-23 months,"2023-24, Massachusetts: 6-23 months",Child
JAN,,,Massachusetts,,65+ years,"2023-24, Massachusetts: 65+ years",Adult
JAN,,,Massachusetts,,9-12 years,"2023-24, Massachusetts: 9-12 years",Child
JAN,,,Massachusetts,,Overall,"2023-24, Massachusetts: Overall",All
JAN,,,Nebraska,,13-17 years,"2023-24, Nebraska: 13-17 years",Child
JAN,,,Nebraska,,18+ years,"2023-24, Nebraska: 18+ years",Adult
JAN,,,Nebraska,,18-49 years,"2023-24, Nebraska: 18-49 years",Adult
JAN,,,Nebraska,,2-4 years,"2023-24, Nebraska: 2-4 years",Child
JAN,,,Nebraska,,5-8 years,"2023-24, Nebraska: 5-8 years",Child
JAN,,,Nebraska,,50-64 years,"2023-24, Nebraska: 50-64 years",Adult
JAN,,,Nebraska,,6 months to 17 years,"2023-24, Nebraska: 6 months to 17 years",Child
JAN,,,Nebraska,,6-23 months,"2023-24, Nebraska: 6-23 months",Child
JAN,,,Nebraska,,65+ years,"2023-24, Nebraska: 65+ years",Adult
JAN,,,Nebraska,,9-12 years,"2023-24, Nebraska: 9-12 years",Child
JAN,,,Nebraska,,Overall,"2023-24, Nebraska: Overall",All
JAN,,,New Hampshire,,13-17 years,"2023-24, New Hampshire: 13-17 years",Child
JAN,,,New Hampshire,,18+ years,"2023-24, New Hampshire: 18+ years",Adult
JAN,,,New Hampshire,,18-49 years,"2023-24, New Hampshire: 18-49 years",Adult
JAN,,,New Hampshire,,2-4 years,"2023-24, New Hampshire: 2-4 years",Child
JAN,,,New Hampshire,,5-8 years,"2023-24, New Hampshire: 5-8 years",Child
JAN,,,New Hampshire,,50-64 years,"2023-24, New Hampshire: 50-64 years",Adult
JAN,,,New Hampshire,,6 months to 17 years,"2023-24, New Hampshire: 6 months to 17 years",Child
JAN,,,New Hampshire,,6-23 months,"2023-24, New Hampshire: 6-23 months",Child
JAN,,,New Hampshire,,65+ years,"2023-24, New Hampshire: 65+ years",Adult
JAN,,,New Hampshire,,9-12 years,"2023-24, New Hampshire: 9-12 years",Child
JAN,,,New Hampshire,,Overall,"2023-24, New Hampshire: Overall",All
JAN,,,Rhode Island,,13-17 years,"2023-24, Rhode Island: 13-17 years",Child
JAN,,,Rhode Island,,18+ years,"2023-24, Rhode Island: 18+ years",Adult
JAN,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years",Adult
JAN,,,Rhode Island,,2-4 years,"2023-24, Rhode Island: 2-4 years",Child
JAN,,,Rhode Island,,5-8 years,"2023-24, Rhode Island: 5-8 years",Child
JAN,,,Rhode Island,,50-64 years,"2023-24, Rhode Island: 50-64 years",Adult
JAN,,,Rhode Island,,6 months to 17 years,"2023-24, Rhode Island: 6 months to 17 years",Child
JAN,,,Rhode Island,,6-23 months,"2023-24, Rhode Island: 6-23 months",Child
JAN,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years",Adult
JAN,,,Rhode Island,,9-12 years,"2023-24, Rhode Island: 9-12 years",Child
JAN,,,Rhode Island,,Overall,"2023-24, Rhode Island: Overall",All
JAN,,,South Carolina,,13-17 years,"2023-24, South Carolina: 13-17 years",Child
JAN,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years",Adult
JAN,,,South Carolina,,18-49 years,"2023-24, South Carolina: 18-49 years",Adult
JAN,,,South Carolina,,2-4 years,"2023-24, South Carolina: 2-4 years",Child
JAN,,,South Carolina,,5-8 years,"2023-24, South Carolina: 5-8 years",Child
JAN,,,South Carolina,,50-64 years,"2023-24, South Carolina: 50-64 years",Adult
JAN,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years",Child
JAN,,,South Carolina,,6-23 months,"2023-24, South Carolina: 6-23 months",Child
JAN,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years",Adult
JAN,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years",Child
JAN,,,South Carolina,,Overall,"2023-24, South Carolina: Overall",All
JAN,,,Virginia,,13-17 years,"2023-24, Virginia: 13-17 years",Child
JAN,,,Virginia,,18+ years,"2023-24, Virginia: 18+ years",Adult
JAN,,,Virginia,,18-49 years,"2023-24, Virginia: 18-49 years",Adult
JAN,,,Virginia,,2-4 years,"2023-24, Virginia: 2-4 years",Child
JAN,,,Virginia,,5-8 years,"2023-24, Virginia: 5-8 years",Child
JAN,,,Virginia,,50-64 years,"2023-24, Virginia: 50-64 years",Adult
JAN,,,Virginia,,6 months to 17 years,"2023-24, Virginia: 6 months to 17 years",Child
JAN,,,Virginia,,6-23 months,"2023-24, Virginia: 6-23 months",Child
JAN,,,Virginia,,65+ years,"2023-24, Virginia: 65+ years",Adult
JAN,,,Virginia,,9-12 years,"2023-24, Virginia: 9-12 years",Child
JAN,,,Virginia,,Overall,"2023-24, Virginia: Overall",All
JAN,0,355.5,Republic of Palau,0,6-23 months,"2023-24, Republic of Palau: 6-23 months",Child
JAN,0,684,Republic of Palau,0,2-4 years,"2023-24, Republic of Palau: 2-4 years",Child
JAN,0,928,Republic of Palau,0,5-8 years,"2023-24, Republic of Palau: 5-8 years",Child
JAN,0,1258.5,American Samoa,0,6-23 months,"2023-24, American Samoa: 6-23 months",Child
JAN,0,5706,Federated States of Micronesia,0,2-4 years,"2023-24, Federated States of Micronesia: 2-4 years",Child
JAN,0,7726,Federated States of Micronesia,0,5-8 years,"2023-24, Federated States of Micronesia: 5-8 years",Child
JAN,1,2608,American Samoa,0.0004,2-4 years,"2023-24, American Samoa: 2-4 years",Child
JAN,1,2844,Federated States of Micronesia,0.0004,6-23 months,"2023-24, Federated States of Micronesia: 6-23 months",Child
JAN,1,3278,American Samoa,0.0003,65+ years,"2023-24, American Samoa: 65+ years",Adult
JAN,1,3481,American Samoa,0.0003,5-8 years,"2023-24, American Samoa: 5-8 years",Child
JAN,1,3546,American Samoa,0.0003,9-12 years,"2023-24, American Samoa: 9-12 years",Child
JAN,1,4073,U.S. Virgin Islands ,0.0002,2-4 years,"2023-24, U.S. Virgin Islands : 2-4 years",Child
JAN,1,4748,American Samoa,0.0002,13-17 years,"2023-24, American Samoa: 13-17 years",Child
JAN,1,5553,U.S. Virgin Islands ,0.0002,5-8 years,"2023-24, U.S. Virgin Islands : 5-8 years",Child
JAN,1,7989,Federated States of Micronesia,0.0001,9-12 years,"2023-24, Federated States of Micronesia: 9-12 years",Child
JAN,1,11986,Guam,0.0001,9-12 years,"2023-24, Guam: 9-12 years",Child
JAN,1,13771,Guam,0.0001,13-17 years,"2023-24, Guam: 13-17 years",Child
JAN,2,1099,Republic of Palau,0.0018,9-12 years,"2023-24, Republic of Palau: 9-12 years",Child
JAN,2,1951,U.S. Virgin Islands ,0.001,6-23 months,"2023-24, U.S. Virgin Islands : 6-23 months",Child
JAN,2,6226,U.S. Virgin Islands ,0.0003,9-12 years,"2023-24, U.S. Virgin Islands : 9-12 years",Child
JAN,3,7639,American Samoa,0.0004,50-64 years,"2023-24, American Samoa: 50-64 years",Adult
JAN,3,20418,American Samoa,0.0001,18-49 years,"2023-24, American Samoa: 18-49 years",Adult
JAN,4,15641.5,American Samoa,0.0003,6 months to 17 years,"2023-24, American Samoa: 6 months to 17 years",Child
JAN,5,4712,Guam,0.0011,6-23 months,"2023-24, Guam: 6-23 months",Child
JAN,5,9444,Guam,0.0005,2-4 years,"2023-24, Guam: 2-4 years",Child
JAN,6,6338,U.S. Virgin Islands ,0.0009,13-17 years,"2023-24, U.S. Virgin Islands : 13-17 years",Child
JAN,6,12460,Guam,0.0005,5-8 years,"2023-24, Guam: 5-8 years",Child
JAN,7,31335,American Samoa,0.0002,18+ years,"2023-24, American Samoa: 18+ years",Adult
JAN,8,5080,Marshall Islands,0.0016,2-4 years,"2023-24, Marshall Islands: 2-4 years",Child
JAN,9,1763,Republic of Palau,0.0051,13-17 years,"2023-24, Republic of Palau: 13-17 years",Child
JAN,9,4812,Federated States of Micronesia,0.0019,65+ years,"2023-24, Federated States of Micronesia: 65+ years",Adult
JAN,10,6780,Marshall Islands,0.0015,9-12 years,"2023-24, Marshall Islands: 9-12 years",Child
JAN,11,3732,Marshall Islands,0.0029,65+ years,"2023-24, Marshall Islands: 65+ years",Adult
JAN,11,4829.5,Republic of Palau,0.0023,6 months to 17 years,"2023-24, Republic of Palau: 6 months to 17 years",Child
JAN,11,46976.5,American Samoa,0.0002,Overall,"2023-24, American Samoa: Overall",All
JAN,12,24141,U.S. Virgin Islands ,0.0005,6 months to 17 years,"2023-24, U.S. Virgin Islands : 6 months to 17 years",Child
JAN,13,10382,Federated States of Micronesia,0.0013,13-17 years,"2023-24, Federated States of Micronesia: 13-17 years",Child
JAN,15,34647,Federated States of Micronesia,0.0004,6 months to 17 years,"2023-24, Federated States of Micronesia: 6 months to 17 years",Child
JAN,17,1139.5,N. Mariana Islands,0.0149,6-23 months,"2023-24, N. Mariana Islands: 6-23 months",Child
JAN,17,8151,Marshall Islands,0.0021,13-17 years,"2023-24, Marshall Islands: 13-17 years",Child
JAN,18,6738,Marshall Islands,0.0027,5-8 years,"2023-24, Marshall Islands: 5-8 years",Child
JAN,18,52373,Guam,0.0003,6 months to 17 years,"2023-24, Guam: 6 months to 17 years",Child
JAN,26,2226,N. Mariana Islands,0.0117,2-4 years,"2023-24, N. Mariana Islands: 2-4 years",Child
JAN,26,7700,Marshall Islands,0.0034,50-64 years,"2023-24, Marshall Islands: 50-64 years",Adult
JAN,30,12246,Federated States of Micronesia,0.0024,50-64 years,"2023-24, Federated States of Micronesia: 50-64 years",Adult
JAN,34,37396.5,Puerto Rico,0.0009,6-23 months,"2023-24, Puerto Rico: 6-23 months",Child
JAN,36,3916,N. Mariana Islands,0.0092,9-12 years,"2023-24, N. Mariana Islands: 9-12 years",Child
JAN,37,5092,N. Mariana Islands,0.0073,13-17 years,"2023-24, N. Mariana Islands: 13-17 years",Child
JAN,40,2593,Marshall Islands,0.0154,6-23 months,"2023-24, Marshall Islands: 6-23 months",Child
JAN,42,3019,N. Mariana Islands,0.0139,5-8 years,"2023-24, N. Mariana Islands: 5-8 years",Child
JAN,65,1992,Republic of Palau,0.0326,65+ years,"2023-24, Republic of Palau: 65+ years",Adult
JAN,72,4023,Republic of Palau,0.0179,50-64 years,"2023-24, Republic of Palau: 50-64 years",Adult
JAN,73,38581,U.S. Virgin Islands ,0.0019,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years",Adult
JAN,80,9510.5,Wyoming,0.0084,6-23 months,"2023-24, Wyoming: 6-23 months",Child
JAN,80,74811,Puerto Rico,0.0011,2-4 years,"2023-24, Puerto Rico: 2-4 years",Child
JAN,89,10568,Republic of Palau,0.0084,18-49 years,"2023-24, Republic of Palau: 18-49 years",Adult
JAN,93,29342,Marshall Islands,0.0032,6 months to 17 years,"2023-24, Marshall Islands: 6 months to 17 years",Child
JAN,108,70741,Guam,0.0015,18-49 years,"2023-24, Guam: 18-49 years",Adult
JAN,112,36097,Marshall Islands,0.0031,18-49 years,"2023-24, Marshall Islands: 18-49 years",Adult
JAN,112,49666,Federated States of Micronesia,0.0023,18-49 years,"2023-24, Federated States of Micronesia: 18-49 years",Adult
JAN,137,22448,U.S. Virgin Islands ,0.0061,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years",Adult
JAN,143,53615.5,Mississippi,0.0027,6-23 months,"2023-24, Mississippi: 6-23 months",Child
JAN,149,47529,Marshall Islands,0.0031,18+ years,"2023-24, Marshall Islands: 18+ years",Adult
JAN,151,66724,Federated States of Micronesia,0.0023,18+ years,"2023-24, Federated States of Micronesia: 18+ years",Adult
JAN,158,15392.5,N. Mariana Islands,0.0103,6 months to 17 years,"2023-24, N. Mariana Islands: 6 months to 17 years",Child
JAN,166,101371,Federated States of Micronesia,0.0016,Overall,"2023-24, Federated States of Micronesia: Overall",All
JAN,167,27742,Guam,0.006,50-64 years,"2023-24, Guam: 50-64 years",Adult
JAN,171,118083,Puerto Rico,0.0014,5-8 years,"2023-24, Puerto Rico: 5-8 years",Child
JAN,186,21113,Wyoming,0.0088,2-4 years,"2023-24, Wyoming: 2-4 years",Child
JAN,191,26572.5,West Virginia,0.0072,6-23 months,"2023-24, West Virginia: 6-23 months",Child
JAN,207,3754,N. Mariana Islands,0.0551,65+ years,"2023-24, N. Mariana Islands: 65+ years",Adult
JAN,226,16061,Guam,0.0141,65+ years,"2023-24, Guam: 65+ years",Adult
JAN,226,16583,Republic of Palau,0.0136,18+ years,"2023-24, Republic of Palau: 18+ years",Adult
JAN,237,21412.5,Republic of Palau,0.0111,Overall,"2023-24, Republic of Palau: Overall",All
JAN,242,76871,Marshall Islands,0.0031,Overall,"2023-24, Marshall Islands: Overall",All
JAN,243,110338,Mississippi,0.0022,2-4 years,"2023-24, Mississippi: 2-4 years",Child
JAN,278,136345,Puerto Rico,0.002,9-12 years,"2023-24, Puerto Rico: 9-12 years",Child
JAN,285,55856,West Virginia,0.0051,2-4 years,"2023-24, West Virginia: 2-4 years",Child
JAN,300,12020,N. Mariana Islands,0.025,50-64 years,"2023-24, N. Mariana Islands: 50-64 years",Adult
JAN,311,20301,N. Mariana Islands,0.0153,18-49 years,"2023-24, N. Mariana Islands: 18-49 years",Adult
JAN,353,85458,Alabama,0.0041,6-23 months,"2023-24, Alabama: 6-23 months",Child
JAN,361,20478,U.S. Virgin Islands ,0.0176,65+ years,"2023-24, U.S. Virgin Islands : 65+ years",Adult
JAN,385,29524,Wyoming,0.013,5-8 years,"2023-24, Wyoming: 5-8 years",Child
JAN,390,86184,Louisiana,0.0045,6-23 months,"2023-24, Louisiana: 6-23 months",Child
JAN,435,149649,Mississippi,0.0029,5-8 years,"2023-24, Mississippi: 5-8 years",Child
JAN,445,54115,Nevada,0.0082,6-23 months,"2023-24, Nevada: 6-23 months",Child
JAN,451,15908.5,Delaware,0.0283,6-23 months,"2023-24, Delaware: 6-23 months",Child
JAN,470,54432.5,Arkansas,0.0086,6-23 months,"2023-24, Arkansas: 6-23 months",Child
JAN,488,31095,Wyoming,0.0157,9-12 years,"2023-24, Wyoming: 9-12 years",Child
JAN,501,114544,Guam,0.0044,18+ years,"2023-24, Guam: 18+ years",Adult
JAN,519,166917,Guam,0.0031,Overall,"2023-24, Guam: Overall",All
JAN,534,178339,Alabama,0.003,2-4 years,"2023-24, Alabama: 2-4 years",Child
JAN,547,79949,West Virginia,0.0068,5-8 years,"2023-24, West Virginia: 5-8 years",Child
JAN,558,17119.5,Montana,0.0326,6-23 months,"2023-24, Montana: 6-23 months",Child
JAN,571,81507,U.S. Virgin Islands ,0.007,18+ years,"2023-24, U.S. Virgin Islands : 18+ years",Adult
JAN,583,105648,U.S. Virgin Islands ,0.0055,Overall,"2023-24, U.S. Virgin Islands : Overall",All
JAN,587,187055,Puerto Rico,0.0031,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
JAN,612,32606.5,Idaho,0.0188,6-23 months,"2023-24, Idaho: 6-23 months",Child
JAN,618,24550,Hawaii,0.0252,6-23 months,"2023-24, Hawaii: 6-23 months",Child
JAN,623,14422,Alaska,0.0432,6-23 months,"2023-24, Alaska: 6-23 months",Child
JAN,637,181154,Louisiana,0.0035,2-4 years,"2023-24, Louisiana: 2-4 years",Child
JAN,638,33304,Delaware,0.0192,2-4 years,"2023-24, Delaware: 2-4 years",Child
JAN,662,17706,South Dakota,0.0374,6-23 months,"2023-24, South Dakota: 6-23 months",Child
JAN,690,73805.5,Oklahoma,0.0093,6-23 months,"2023-24, Oklahoma: 6-23 months",Child
JAN,710,157912,Mississippi,0.0045,9-12 years,"2023-24, Mississippi: 9-12 years",Child
JAN,724,15564.5,North Dakota,0.0465,6-23 months,"2023-24, North Dakota: 6-23 months",Child
JAN,736,38687,Wyoming,0.019,13-17 years,"2023-24, Wyoming: 13-17 years",Child
JAN,736,113842,Arkansas,0.0065,2-4 years,"2023-24, Arkansas: 2-4 years",Child
JAN,748,80919,West Virginia,0.0092,9-12 years,"2023-24, West Virginia: 9-12 years",Child
JAN,818,36075,N. Mariana Islands,0.0227,18+ years,"2023-24, N. Mariana Islands: 18+ years",Adult
JAN,836,30474,Alaska,0.0274,2-4 years,"2023-24, Alaska: 2-4 years",Child
JAN,926,70468,Idaho,0.0131,2-4 years,"2023-24, Idaho: 2-4 years",Child
JAN,940,112689,Nevada,0.0083,2-4 years,"2023-24, Nevada: 2-4 years",Child
JAN,957,36853,South Dakota,0.026,2-4 years,"2023-24, South Dakota: 2-4 years",Child
JAN,968,51368,Hawaii,0.0188,2-4 years,"2023-24, Hawaii: 2-4 years",Child
JAN,976,51467.5,N. Mariana Islands,0.019,Overall,"2023-24, N. Mariana Islands: Overall",All
JAN,1012,37112,Montana,0.0273,2-4 years,"2023-24, Montana: 2-4 years",Child
JAN,1020,32285,North Dakota,0.0316,2-4 years,"2023-24, North Dakota: 2-4 years",Child
JAN,1056,239102,Alabama,0.0044,5-8 years,"2023-24, Alabama: 5-8 years",Child
JAN,1121,155373,Oklahoma,0.0072,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
JAN,1150,553690.5,Puerto Rico,0.0021,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
JAN,1178,242051,Louisiana,0.0049,5-8 years,"2023-24, Louisiana: 5-8 years",Child
JAN,1230,45161,Delaware,0.0272,5-8 years,"2023-24, Delaware: 5-8 years",Child
JAN,1281,154434,Arkansas,0.0083,5-8 years,"2023-24, Arkansas: 5-8 years",Child
JAN,1288,203909,Mississippi,0.0063,13-17 years,"2023-24, Mississippi: 13-17 years",Child
JAN,1297,41226,Alaska,0.0315,5-8 years,"2023-24, Alaska: 5-8 years",Child
JAN,1357,104247,West Virginia,0.013,13-17 years,"2023-24, West Virginia: 13-17 years",Child
JAN,1450,241497,Louisiana,0.006,9-12 years,"2023-24, Louisiana: 9-12 years",Child
JAN,1486,40264,Alaska,0.0369,9-12 years,"2023-24, Alaska: 9-12 years",Child
JAN,1495,42112,North Dakota,0.0355,5-8 years,"2023-24, North Dakota: 5-8 years",Child
JAN,1512,49273,South Dakota,0.0307,5-8 years,"2023-24, South Dakota: 5-8 years",Child
JAN,1531,245322,Alabama,0.0062,9-12 years,"2023-24, Alabama: 9-12 years",Child
JAN,1534,46331,Delaware,0.0331,9-12 years,"2023-24, Delaware: 9-12 years",Child
JAN,1558,332603,Florida,0.0047,6-23 months,"2023-24, Florida: 6-23 months",Child
JAN,1603,8232,Vermont,0.1947,6-23 months,"2023-24, Vermont: 6-23 months",Child
JAN,1610,39611,North Dakota,0.0406,9-12 years,"2023-24, North Dakota: 9-12 years",Child
JAN,1616,79533.5,Kentucky,0.0203,6-23 months,"2023-24, Kentucky: 6-23 months",Child
JAN,1644,34451,New Mexico,0.0477,6-23 months,"2023-24, New Mexico: 6-23 months",Child
JAN,1663,51927,Montana,0.032,5-8 years,"2023-24, Montana: 5-8 years",Child
JAN,1671,99629,Idaho,0.0168,5-8 years,"2023-24, Idaho: 5-8 years",Child
JAN,1737,48907,South Dakota,0.0355,9-12 years,"2023-24, South Dakota: 9-12 years",Child
JAN,1746,157739,Arkansas,0.0111,9-12 years,"2023-24, Arkansas: 9-12 years",Child
JAN,1823,70041,Hawaii,0.026,5-8 years,"2023-24, Hawaii: 5-8 years",Child
JAN,1845,52303,Montana,0.0353,9-12 years,"2023-24, Montana: 9-12 years",Child
JAN,1875,129929.5,Wyoming,0.0144,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years",Child
JAN,1876,47492,Alaska,0.0395,13-17 years,"2023-24, Alaska: 13-17 years",Child
JAN,1914,46827,North Dakota,0.0409,13-17 years,"2023-24, North Dakota: 13-17 years",Child
JAN,1927,18790,Maine,0.1026,6-23 months,"2023-24, Maine: 6-23 months",Child
JAN,1971,120410.5,Tennessee,0.0164,6-23 months,"2023-24, Tennessee: 6-23 months",Child
JAN,1987,155213,Nevada,0.0128,5-8 years,"2023-24, Nevada: 5-8 years",Child
JAN,2082,13527.5,District of Columbia,0.1539,6-23 months,"2023-24, District of Columbia: 6-23 months",Child
JAN,2168,215130,Oklahoma,0.0101,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
JAN,2206,65309,Hawaii,0.0338,9-12 years,"2023-24, Hawaii: 9-12 years",Child
JAN,2211,59835,South Dakota,0.037,13-17 years,"2023-24, South Dakota: 13-17 years",Child
JAN,2216,104275,Idaho,0.0213,9-12 years,"2023-24, Idaho: 9-12 years",Child
JAN,2287,65539,Montana,0.0349,13-17 years,"2023-24, Montana: 13-17 years",Child
JAN,2346,164299,Kentucky,0.0143,2-4 years,"2023-24, Kentucky: 2-4 years",Child
JAN,2352,301827,Louisiana,0.0078,13-17 years,"2023-24, Louisiana: 13-17 years",Child
JAN,2366,378031,Maryland,0.0063,13-17 years,"2023-24, Maryland: 13-17 years",Child
JAN,2381,30010.5,Philadelphia,0.0793,6-23 months,"2023-24, Philadelphia: 6-23 months",Child
JAN,2459,55916,Iowa,0.044,6-23 months,"2023-24, Iowa: 6-23 months",Child
JAN,2509,72986,New Mexico,0.0344,2-4 years,"2023-24, New Mexico: 2-4 years",Child
JAN,2618,26925,District of Columbia,0.0972,13-17 years,"2023-24, District of Columbia: 13-17 years",Child
JAN,2686,59557,Philadelphia,0.0451,2-4 years,"2023-24, Philadelphia: 2-4 years",Child
JAN,2713,73520,Philadelphia,0.0369,9-12 years,"2023-24, Philadelphia: 9-12 years",Child
JAN,2718,17361,Vermont,0.1566,2-4 years,"2023-24, Vermont: 2-4 years",Child
JAN,2740,159658,Nevada,0.0172,9-12 years,"2023-24, Nevada: 9-12 years",Child
JAN,2758,216150,Oklahoma,0.0128,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
JAN,2780,38454,Maine,0.0723,2-4 years,"2023-24, Maine: 2-4 years",Child
JAN,2819,675423.5,Mississippi,0.0042,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
JAN,2823,58703,Delaware,0.0481,13-17 years,"2023-24, Delaware: 13-17 years",Child
JAN,2832,247042,Tennessee,0.0115,2-4 years,"2023-24, Tennessee: 2-4 years",Child
JAN,2955,188755.5,Georgia,0.0157,6-23 months,"2023-24, Georgia: 6-23 months",Child
JAN,2986,71006.5,Utah,0.0421,6-23 months,"2023-24, Utah: 6-23 months",Child
JAN,3047,78981,Philadelphia,0.0386,5-8 years,"2023-24, Philadelphia: 5-8 years",Child
JAN,3047,201249,Arkansas,0.0151,13-17 years,"2023-24, Arkansas: 13-17 years",Child
JAN,3062,52209,Connecticut,0.0586,6-23 months,"2023-24, Connecticut: 6-23 months",Child
JAN,3090,26358,District of Columbia,0.1172,9-12 years,"2023-24, District of Columbia: 9-12 years",Child
